measure_id,anchor_id,dst_ip,init_time,latency_m1,latency_m2,latency_m3,latency_m4,latitude,longitude
193.49.43.151_2024-07-25 03:11:17,3128,193.49.43.151,2024-07-25 03:11:17,18.63,29.5894,23.5046,35.7132,45.2068778,5.6925023
217.29.76.27_2024-07-25 03:12:41,394,217.29.76.27,2024-07-25 03:12:41,11.9578,33.8928,32.1308,28.9598,45.47600763,9.10327303
92.223.93.208_2024-07-25 03:13:15,1978,92.223.93.208,2024-07-25 03:13:15,17.9006,37.9258,32.5896,30.7978,45.4486839,9.1474362
185.251.232.156_2024-07-25 03:15:09,3201,185.251.232.156,2024-07-25 03:15:09,17.1224,12.1358,25.2042,33.3422,51.51518,0.001856
87.238.48.84_2024-07-25 03:26:12,1056,87.238.48.84,2024-07-25 03:26:12,20.2612,37.2936,44.7922,35.588,59.9363245,10.832721
80.247.237.225_2024-07-25 03:36:24,3609,80.247.237.225,2024-07-25 03:36:24,25.1014,32.373,29.8814,41.6978,43.5506282,1.4861224
31.172.2.193_2024-07-25 03:39:53,2517,31.172.2.193,2024-07-25 03:39:53,21.527,32.8966,38.1384,38.5418,52.5020517,13.3692652
185.139.168.19_2024-07-25 03:47:10,1211,185.139.168.19,2024-07-25 03:47:10,25.4736,45.1122,55.5402,42.6604,60.20640511,24.8950162
80.80.254.254_2024-07-25 03:49:14,3334,80.80.254.254,2024-07-25 03:49:14,17.206,38.2472,41.4626,32.8834,46.6174626,14.3154684
185.131.204.20_2024-07-25 03:49:48,3776,185.131.204.20,2024-07-25 03:49:48,14.1982,39.4972,36.6448,29.4156,46.3446955,6.9345975
85.162.162.14_2024-07-25 03:53:11,1806,85.162.162.14,2024-07-25 03:53:11,8.048,31.0882,36.707,24.9148,50.0494871,14.3307671
185.150.99.5_2024-07-25 03:54:05,2717,185.150.99.5,2024-07-25 03:54:05,10.6606,32.5768,34.2494,27.5688,48.1957367,11.5927295
212.101.201.29_2024-07-25 03:55:24,3249,212.101.201.29,2024-07-25 03:55:24,8.86,26.9146,32.5204,42.1718,51.9555829,7.6389448
45.157.175.37_2024-07-25 03:59:37,3451,45.157.175.37,2024-07-25 03:59:37,18.4724,13.8972,26.4452,35.877,51.6988129,-0.6097349
98.98.159.178_2024-07-25 04:02:09,3708,98.98.159.178,2024-07-25 04:02:09,2.3208,23.101,25.6724,19.3056,50.0971376,8.6439447
195.32.69.197_2024-07-25 04:03:08,3144,195.32.69.197,2024-07-25 04:03:08,25.69,50.2778,42.6872,43.5324,42.4439356,14.1994954
185.249.157.253_2024-07-25 04:04:02,3653,185.249.157.253,2024-07-25 04:04:02,32.1334,52.0524,47.6982,47.8108,38.1656875,13.2175607
185.215.195.14_2024-07-25 04:04:56,2416,185.215.195.14,2024-07-25 04:04:56,20.0256,41.8864,34.8326,42.9768,45.707985,13.7330339
141.28.230.229_2024-07-25 04:06:10,2148,141.28.230.229,2024-07-25 04:06:10,11.5356,35.2706,33.2426,27.5974,48.04788,8.20947
143.205.170.32_2024-07-25 04:07:39,2248,143.205.170.32,2024-07-25 04:07:39,18.6678,41.9598,41.1532,34.9954,46.6160291,14.2652247
185.134.197.94_2024-07-25 04:09:03,1687,185.134.197.94,2024-07-25 04:09:03,14.6078,27.8132,29.4092,33.8868,46.1994022,6.0558616
5.1.99.172_2024-07-25 04:11:31,1667,5.1.99.172,2024-07-25 04:11:31,17.1672,38.5346,35.659,35.8114,46.5172206,6.6403302
193.135.150.58_2024-07-25 04:12:15,1146,193.135.150.58,2024-07-25 04:12:15,15.6416,32.2666,34.066,36.6794,46.5243169,6.6029132
185.188.44.100_2024-07-25 04:13:09,1680,185.188.44.100,2024-07-25 04:13:09,12.3674,36.883,38.4184,24.4054,47.5134206,7.6162501
217.243.179.215_2024-07-25 04:20:33,2899,217.243.179.215,2024-07-25 04:20:33,13.1886,32.6808,40.5282,28.1148,48.1930923,16.3920025
78.41.116.136_2024-07-25 04:21:27,3435,78.41.116.136,2024-07-25 04:21:27,13.3848,36.5078,36.5482,31.7368,48.1780466,16.3649629
185.221.36.2_2024-07-25 04:27:43,1489,185.221.36.2,2024-07-25 04:27:43,18.5006,28.5854,43.175,35.723,56.067627,9.983517
161.53.251.28_2024-07-25 04:28:47,1206,161.53.251.28,2024-07-25 04:28:47,20.7056,41.63,44.0112,28.1834,45.7924358,15.9694131
5.28.0.17_2024-07-25 04:30:41,326,5.28.0.17,2024-07-25 04:30:41,15.2006,33.3864,41.6966,32.2162,47.497912,19.040235
91.227.139.106_2024-07-25 04:31:15,3288,91.227.139.106,2024-07-25 04:31:15,18.2842,38.9524,42.4844,28.8018,46.255896,20.147724
195.66.241.220_2024-07-25 04:32:09,350,195.66.241.220,2024-07-25 04:32:09,17.0978,11.2472,25.4152,33.7268,51.51463536,-0.0019221
5.1.66.5_2024-07-25 04:33:03,2546,5.1.66.5,2024-07-25 04:33:03,12.942,36.6554,36.615,30.389,48.1929976,16.3534291
109.68.162.233_2024-07-25 04:33:48,1841,109.68.162.233,2024-07-25 04:33:48,16.092,22.1934,23.7686,33.0738,50.8752355,4.4995572
63.222.217.4_2024-07-25 04:35:56,2758,63.222.217.4,2024-07-25 04:35:56,12.9914,10.7562,23.6628,30.4594,51.4992089,-0.0138439
185.40.232.202_2024-07-25 04:36:50,1456,185.40.232.202,2024-07-25 04:36:50,13.8584,11.4078,25.0284,31.047,51.5232113,-0.1011476
83.97.95.20_2024-07-25 04:38:24,2479,83.97.95.20,2024-07-25 04:38:24,18.815,40.7262,41.6614,36.0888,48.871365,2.289661
185.6.39.132_2024-07-25 04:39:38,3145,185.6.39.132,2024-07-25 04:39:38,22.6792,19.3948,36.1192,38.0354,51.9034,-8.5121
5.135.102.47_2024-07-25 04:45:22,2755,5.135.102.47,2024-07-25 04:45:22,12.3024,18.0744,22.1854,29.8036,50.98707,2.125537
193.1.201.140_2024-07-25 04:48:31,300,193.1.201.140,2024-07-25 04:48:31,24.1548,1.6772,33.5504,40.8484,53.33664115,-6.3655611
193.180.242.86_2024-07-25 04:49:30,2522,193.180.242.86,2024-07-25 04:49:30,22.6892,34.5316,45.0332,38.32,59.3293235,18.0685808
46.234.34.8_2024-07-25 04:50:50,971,46.234.34.8,2024-07-25 04:50:50,7.7488,36.5812,33.2496,23.3972,47.387837,8.5202852
93.90.135.201_2024-07-25 04:51:24,3041,93.90.135.201,2024-07-25 04:51:24,11.168,30.5652,36.4498,31.0586,51.1939616,14.3460768
89.185.60.124_2024-07-25 04:54:17,2277,89.185.60.124,2024-07-25 04:54:17,11.134,17.9258,17.1518,29.4168,48.9280409,2.3520485
192.65.184.54_2024-07-25 04:55:36,291,192.65.184.54,2024-07-25 04:55:36,12.388,26.376,30.8184,29.2168,46.232473,6.045897
80.93.87.194_2024-07-25 04:56:10,3022,80.93.87.194,2024-07-25 04:56:10,12.6736,20.1098,31.2802,30.8006,49.2336944,4.0345399
95.217.19.69_2024-07-25 04:57:44,1888,95.217.19.69,2024-07-25 04:57:44,24.8336,40.8414,50.2506,44.3732,60.3416703,25.0276663
217.197.95.69_2024-07-25 04:58:48,2132,217.197.95.69,2024-07-25 04:58:48,13.451,29.3116,34.3196,32.0462,52.5385355,13.2380091
91.221.4.240_2024-07-25 05:00:56,3668,91.221.4.240,2024-07-25 05:00:56,19.0548,38.6066,46.3946,34.9344,48.7535013,19.1447641
46.183.250.14_2024-07-25 05:01:50,2481,46.183.250.14,2024-07-25 05:01:50,8.9866,17.6578,25.8636,24.6628,52.3548837,4.9591573
185.209.172.154_2024-07-25 05:06:47,3721,185.209.172.154,2024-07-25 05:06:47,10.5258,36.04,37.5638,28.3892,47.8290874,13.0007105
139.162.139.168_2024-07-25 05:08:01,2729,139.162.139.168,2024-07-25 05:08:01,2.392,19.892,26.855,20.4352,50.0968833,8.6441701
5.226.144.240_2024-07-25 05:12:50,2343,5.226.144.240,2024-07-25 05:12:50,15.4712,35.0952,37.4758,33.8666,47.5008806,8.7207455
5.145.135.67_2024-07-25 05:17:22,2813,5.145.135.67,2024-07-25 05:17:22,16.4158,20.4038,30.413,39.484,50.7832007,6.1344538
146.255.64.30_2024-07-25 05:18:06,3495,146.255.64.30,2024-07-25 05:18:06,37.8792,55.6052,57.5714,52.5526,42.0064342,21.3833079
46.166.168.3_2024-07-25 05:21:44,2659,46.166.168.3,2024-07-25 05:21:44,29.4416,45.3798,57.2842,44.6964,55.9210249,23.2940681
86.38.3.141_2024-07-25 05:24:58,3083,86.38.3.141,2024-07-25 05:24:58,26.7906,45.5844,57.065,45.0538,54.6883208,25.215407
185.35.147.163_2024-07-25 05:26:42,3553,185.35.147.163,2024-07-25 05:26:42,2.5144,28.167,25.7606,19.3614,50.0969757,8.6300397
185.161.192.39_2024-07-25 05:28:05,1488,185.161.192.39,2024-07-25 05:28:05,24.186,42.469,38.8812,31.1296,46.4982953,11.3547582
185.225.207.9_2024-07-25 05:29:54,3478,185.225.207.9,2024-07-25 05:29:54,24.7412,46.9834,52.7192,40.3206,44.6369227,22.6597342
93.113.126.132_2024-07-25 05:32:28,1448,93.113.126.132,2024-07-25 05:32:28,23.7148,43.966,50.1322,40.736,45.7654292,21.2313662
194.125.250.102_2024-07-25 05:38:26,2973,194.125.250.102,2024-07-25 05:38:26,21.248,20.9846,28.6798,23.505,51.2670946,6.8174322
195.191.197.68_2024-07-25 05:39:40,3149,195.191.197.68,2024-07-25 05:39:40,22.0358,23.1404,30.619,22.2892,51.2673008,6.8175201
185.86.232.132_2024-07-25 05:43:08,2291,185.86.232.132,2024-07-25 05:43:08,31.2972,33.8062,44.6268,36.6776,48.2622985,11.6697764
81.20.112.23_2024-07-25 05:44:18,2515,81.20.112.23,2024-07-25 05:44:18,5.2998,27.1654,39.2284,22.5876,51.5452146,9.930054
84.88.18.254_2024-07-25 05:46:41,348,84.88.18.254,2024-07-25 05:46:41,37.4354,43.0626,33.2504,54.462,41.38474154,2.10848469
82.148.224.6_2024-07-25 05:47:35,2067,82.148.224.6,2024-07-25 05:47:35,19.249,12.2144,29.4806,36.0892,53.5790087,-2.4392645
78.141.215.164_2024-07-25 05:48:29,1524,78.141.215.164,2024-07-25 05:48:29,8.6982,16.9838,27.8358,25.908,52.3908925,4.6647595
156.154.80.254_2024-07-25 05:53:11,2503,156.154.80.254,2024-07-25 05:53:11,14.9638,10.6174,30.4906,31.6068,51.5234541,-0.6360912
91.206.229.135_2024-07-25 05:56:40,3633,91.206.229.135,2024-07-25 05:56:40,10.8284,17.2768,17.7286,26.07,48.7865723,2.2081887
128.254.225.68_2024-07-25 05:57:14,3391,128.254.225.68,2024-07-25 05:57:14,13.2852,10.627,29.4802,31.677,51.4945997,-0.0182725
77.37.29.7_2024-07-25 06:01:02,3323,77.37.29.7,2024-07-25 06:01:02,22.336,40.4342,41.6124,38.8316,45.7088319,13.7335238
91.135.161.162_2024-07-25 06:07:43,1138,91.135.161.162,2024-07-25 06:07:43,16.4402,27.8828,35.3046,33.2958,47.8224637,13.0405244
31.172.2.34_2024-07-25 06:08:37,2968,31.172.2.34,2024-07-25 06:08:37,14.7762,26.8486,38.3152,31.873,51.5188705,7.3741684
31.172.2.253_2024-07-25 06:09:31,1299,31.172.2.253,2024-07-25 06:09:31,9.6328,26.3194,37.9258,32.735,51.5209565,7.4879214
212.10.11.213_2024-07-25 06:10:25,1751,212.10.11.213,2024-07-25 06:10:25,18.6618,29.0644,39.1656,35.5752,55.5123921,9.5069081
193.36.105.129_2024-07-25 06:11:39,1849,193.36.105.129,2024-07-25 06:11:39,7.9488,26.168,29.607,26.2842,47.4093339,8.5448754
194.126.158.162_2024-07-25 06:18:51,989,194.126.158.162,2024-07-25 06:18:51,8.8186,27.4096,34.197,30.2126,48.1180903,11.6018052
70.34.195.54_2024-07-25 06:19:45,2896,70.34.195.54,2024-07-25 06:19:45,25.9676,35.8638,45.6164,42.8324,59.3909289,17.8752145
62.176.249.60_2024-07-25 06:21:39,2061,62.176.249.60,2024-07-25 06:21:39,13.0596,46.2686,33.9622,32.3102,52.42821,10.79209
46.244.63.73_2024-07-25 06:23:03,947,46.244.63.73,2024-07-25 06:23:03,13.8444,27.9278,31.5648,29.9344,53.1062782,6.8750998
188.241.28.37_2024-07-25 06:24:51,1070,188.241.28.37,2024-07-25 06:24:51,20.7826,45.827,43.0474,39.9712,50.25361764,19.0029788
185.108.68.174_2024-07-25 06:27:40,3737,185.108.68.174,2024-07-25 06:27:40,25.4792,48.5194,50.8344,42.6238,51.2134346,17.3898504
156.154.77.254_2024-07-25 06:40:30,2494,156.154.77.254,2024-07-25 06:40:30,7.5518,15.6176,28.7644,25.648,52.3547244,4.961308
193.163.86.201_2024-07-25 06:41:39,2855,193.163.86.201,2024-07-25 06:41:39,11.0544,24.321,28.965,28.462,52.543666,5.705215
31.15.54.138_2024-07-25 06:43:07,3050,31.15.54.138,2024-07-25 06:43:07,24.7502,37.4382,45.4102,43.0042,58.3936951,15.5757907
192.42.97.214_2024-07-25 06:45:41,3161,192.42.97.214,2024-07-25 06:45:41,15.143,39.7394,47.166,31.619,55.600103,13.0030308
156.154.85.254_2024-07-25 06:46:25,2496,156.154.85.254,2024-07-25 06:46:25,25.3148,42.4718,48.984,43.853,59.4224709,17.9180728
185.184.62.4_2024-07-25 06:47:19,2658,185.184.62.4,2024-07-25 06:47:19,34.0482,57.2396,58.5916,51.486,43.2149925,27.9288115
89.236.171.11_2024-07-25 06:49:22,2514,89.236.171.11,2024-07-25 06:49:22,18.1332,33.343,31.4612,33.3704,47.5124986,7.6154363
213.173.161.11_2024-07-25 06:50:36,1437,213.173.161.11,2024-07-25 06:50:36,9.2052,31.473,29.2096,26.3738,47.557092,7.5889323
194.81.236.229_2024-07-25 06:52:54,1915,194.81.236.229,2024-07-25 06:52:54,17.1196,12.0106,24.8948,33.7494,51.52036494,-0.624524
185.36.180.55_2024-07-25 06:55:02,1750,185.36.180.55,2024-07-25 06:55:02,6.3544,23.8194,26.0744,24.0248,49.5041843,6.1119969
185.36.180.63_2024-07-25 06:56:17,1891,185.36.180.63,2024-07-25 06:56:17,5.8686,24.5164,26.0266,21.2312,49.5041843,6.1119969
212.243.96.78_2024-07-25 06:57:11,3244,212.243.96.78,2024-07-25 06:57:11,7.96,26.945,33.033,27.3424,47.169773,8.975433
212.103.84.18_2024-07-25 07:00:13,3176,212.103.84.18,2024-07-25 07:00:13,7.1704,34.4832,28.7132,22.6344,47.3834092,8.4956042
188.93.174.26_2024-07-25 07:02:21,2237,188.93.174.26,2024-07-25 07:02:21,9.746,22.8516,30.4952,27.0554,49.5048055,6.112374
46.227.202.97_2024-07-25 07:05:09,1666,46.227.202.97,2024-07-25 07:05:09,19.0576,12.5252,28.2802,36.6318,53.4807593,-2.2426305
94.198.159.9_2024-07-25 07:06:14,1783,94.198.159.9,2024-07-25 07:06:14,10.7838,20.1316,28.304,25.5004,51.9764366,5.968231
129.13.73.54_2024-07-25 07:08:07,1498,129.13.73.54,2024-07-25 07:08:07,6.855,29.2286,30.8814,26.0012,49.0122422,8.4082049
212.227.112.66_2024-07-25 07:08:46,931,212.227.112.66,2024-07-25 07:08:46,4.2042,26.646,27.4562,19.2348,48.999727,8.3857334
37.46.126.117_2024-07-25 07:10:25,3505,37.46.126.117,2024-07-25 07:10:25,9.43,19.625,27.831,25.9748,52.5438827,5.7053579
185.15.59.74_2024-07-25 07:18:08,3209,185.15.59.74,2024-07-25 07:18:08,8.853,33.8446,42.6102,25.546,52.3924715,4.6637487
138.124.150.83_2024-07-25 07:19:32,3342,138.124.150.83,2024-07-25 07:19:32,2.2292,22.4982,26.6256,20.7654,50.0988483,8.6319545
185.225.24.25_2024-07-25 07:23:00,3749,185.225.24.25,2024-07-25 07:23:00,16.2532,10.7406,23.246,33.3788,51.5117542,-0.0018202
213.91.165.187_2024-07-25 07:24:48,2294,213.91.165.187,2024-07-25 07:24:48,28.6238,61.774,50.735,46.8822,42.69349502,23.32380402
193.50.97.164_2024-07-25 07:25:32,1028,193.50.97.164,2024-07-25 07:25:32,21.6436,28.1612,28.7236,38.719,48.35899039,-4.56941574
193.17.192.164_2024-07-25 07:26:06,2085,193.17.192.164,2024-07-25 07:26:06,15.3748,18.6972,18.5406,32.0956,48.8152394,2.4028701
5.188.93.37_2024-07-25 07:28:14,1984,5.188.93.37,2024-07-25 07:28:14,10.1812,17.5184,17.3048,27.0142,48.877009,2.3635156
199.247.13.129_2024-07-25 07:30:03,1522,199.247.13.129,2024-07-25 07:30:03,10.638,17.0578,17.2574,26.2624,48.9065203,2.3711084
80.82.241.134_2024-07-25 07:31:53,1645,80.82.241.134,2024-07-25 07:31:53,28.3128,21.12,37.8166,46.3878,51.7779581,-1.2701652
80.82.242.39_2024-07-25 07:32:57,2925,80.82.242.39,2024-07-25 07:32:57,19.1192,14.7574,27.574,37.4746,53.3791257,-2.2586245
195.158.60.23_2024-07-25 07:33:51,1814,195.158.60.23,2024-07-25 07:33:51,3.4186,21.6616,26.6578,21.4868,50.5558095,9.6808449
185.239.193.37_2024-07-25 07:37:49,3102,185.239.193.37,2024-07-25 07:37:49,37.71,46.6348,51.4176,54.4698,61.4520601,23.848592
91.132.8.99_2024-07-25 07:46:16,1789,91.132.8.99,2024-07-25 07:46:16,13.7208,36.0198,32.3326,30.8136,47.433041,8.5574139
178.251.24.49_2024-07-25 07:52:19,1714,178.251.24.49,2024-07-25 07:52:19,6.8616,20.9628,29.2054,23.7026,52.2202997,6.8643376
185.86.67.69_2024-07-25 07:54:32,3027,185.86.67.69,2024-07-25 07:54:32,37.0006,56.81,60.8022,45.1344,44.481718,26.120606
91.223.159.7_2024-07-25 07:55:32,1499,91.223.159.7,2024-07-25 07:55:32,21.0424,30.05,28.4956,29.171,45.806495,4.7720959
149.91.83.251_2024-07-25 07:56:26,1654,149.91.83.251,2024-07-25 07:56:26,22.137,31.2952,33.1894,39.1752,48.887975,2.214782
156.154.78.254_2024-07-25 07:57:40,2485,156.154.78.254,2024-07-25 07:57:40,10.7262,16.8786,18.196,28.7012,48.9280409,2.3520485
51.159.68.135_2024-07-25 07:58:14,1651,51.159.68.135,2024-07-25 07:58:14,10.874,18.002,17.5506,29.4296,48.7946957,2.4117285
185.32.189.249_2024-07-25 08:03:07,1203,185.32.189.249,2024-07-25 08:03:07,39.2992,47.6874,46.1878,56.322,38.7879226,-9.1236401
185.151.70.11_2024-07-25 08:04:01,1353,185.151.70.11,2024-07-25 08:04:01,27.7724,38.0922,33.4942,43.593,43.5418329,1.5155506
87.195.79.82_2024-07-25 08:08:22,743,87.195.79.82,2024-07-25 08:08:22,10.175,17.687,28.8742,27.4188,52.5346819,5.7218086
31.14.143.132_2024-07-25 08:12:11,1633,31.14.143.132,2024-07-25 08:12:11,17.9702,46.7978,37.6656,35.6904,43.4598942,11.8380349
5.158.64.189_2024-07-25 08:12:55,2200,5.158.64.189,2024-07-25 08:12:55,34.4096,46.45,40.0562,52.7434,40.5906101,14.9837691
193.111.213.213_2024-07-25 08:13:49,3255,193.111.213.213,2024-07-25 08:13:49,15.0604,29.62,33.8478,33.9354,52.5020517,13.3692652
77.220.248.89_2024-07-25 08:14:38,718,77.220.248.89,2024-07-25 08:14:38,20.455,42.4412,37.8196,37.0018,52.5200066,13.404954
185.113.24.114_2024-07-25 08:18:46,1253,185.113.24.114,2024-07-25 08:18:46,16.3112,11.9878,24.6182,31.6814,51.5212588,-0.0719967
5.182.144.161_2024-07-25 08:19:40,2097,5.182.144.161,2024-07-25 08:19:40,16.157,24.8138,24.3092,34.6938,45.9426239,4.733175
156.154.76.254_2024-07-25 08:20:34,2483,156.154.76.254,2024-07-25 08:20:34,2.2134,21.2424,25.196,17.7176,50.1199637,8.7357106
145.239.14.84_2024-07-25 08:25:17,2019,145.239.14.84,2024-07-25 08:25:17,11.929,18.3078,21.6478,29.1512,51.017328,2.156876
217.70.176.109_2024-07-25 08:30:01,1163,217.70.176.109,2024-07-25 08:30:01,10.1518,17.0988,17.5224,26.948,48.927166,2.3506638
185.244.192.10_2024-07-25 08:35:03,1820,185.244.192.10,2024-07-25 08:35:03,7.5386,32.8242,30.85,21.541,49.4519839,11.0769976
88.198.173.54_2024-07-25 08:35:57,1215,88.198.173.54,2024-07-25 08:35:57,5.1218,35.7448,31.8878,22.1268,49.4492498,11.0139777
78.47.56.73_2024-07-25 08:36:51,1911,78.47.56.73,2024-07-25 08:36:51,5.2782,27.9774,31.7624,24.2588,49.4494116,11.014143
213.108.25.10_2024-07-25 08:38:16,2284,213.108.25.10,2024-07-25 08:38:16,23.0926,36.8292,44.695,38.0768,59.3035703,18.0868692
192.42.97.210_2024-07-25 08:41:03,3135,192.42.97.210,2024-07-25 08:41:03,25.4154,43.0294,47.7214,41.9366,59.3159705,18.0835809
45.86.126.73_2024-07-25 08:42:56,2356,45.86.126.73,2024-07-25 08:42:56,12.3112,33.844,39.158,30.2428,50.4787549,12.3348451
80.67.181.29_2024-07-25 08:44:40,2819,80.67.181.29,2024-07-25 08:44:40,15.3994,20.2094,24.4634,32.1304,50.8229383,4.3689499
185.111.204.121_2024-07-25 08:45:34,1842,185.111.204.121,2024-07-25 08:45:34,12.5346,21.0814,23.551,29.9932,50.8450804,4.7243853
185.41.106.81_2024-07-25 08:50:07,2726,185.41.106.81,2024-07-25 08:50:07,10.5554,24.0912,33.1378,27.6036,53.5510053,10.038666
213.128.137.33_2024-07-25 08:51:01,14,213.128.137.33,2024-07-25 08:51:01,9.1198,25.6288,33.1512,24.139,53.550004,10.048331
185.33.216.12_2024-07-25 08:51:40,1809,185.33.216.12,2024-07-25 08:51:40,6.6566,26.0272,31.3322,22.262,51.1862032,7.2269892
83.145.23.2_2024-07-25 08:53:29,3376,83.145.23.2,2024-07-25 08:53:29,26.8042,37.4092,46.8336,43.5198,59.4070578,17.8352941
185.184.236.30_2024-07-25 08:54:53,1870,185.184.236.30,2024-07-25 08:54:53,18.6252,13.289,26.7332,35.301,52.0418212,-0.8201687
195.43.87.140_2024-07-25 08:57:01,742,195.43.87.140,2024-07-25 08:57:01,40.4082,50.1028,55.963,55.2378,59.4369608,24.7535746
213.212.129.68_2024-07-25 09:00:45,4,213.212.129.68,2024-07-25 09:00:45,12.0984,35.6642,33.3196,28.7998,45.0913,7.6606
192.42.42.166_2024-07-25 09:02:03,1598,192.42.42.166,2024-07-25 09:02:03,8.9638,34.4978,33.9278,28.8132,46.9999234,6.9493576
94.126.239.59_2024-07-25 09:10:33,3320,94.126.239.59,2024-07-25 09:10:33,20.0936,15.6028,29.776,38.5238,52.5543123,-0.3909045
87.253.184.92_2024-07-25 09:11:27,836,87.253.184.92,2024-07-25 09:11:27,8.3078,24.5014,32.1844,23.9702,53.61373772,10.02623367
94.199.91.189_2024-07-25 09:13:16,2490,94.199.91.189,2024-07-25 09:13:16,7.9822,37.7962,35.4768,24.8626,48.104691,11.600206
212.7.0.250_2024-07-25 09:14:20,2142,212.7.0.250,2024-07-25 09:14:20,29.9676,46.0864,51.1216,47.411,59.4570977,24.6930161
192.134.1.25_2024-07-25 09:15:14,970,192.134.1.25,2024-07-25 09:15:14,11.1496,17.5994,17.9426,28.4072,48.856614,2.3522219
178.250.7.79_2024-07-25 09:16:28,3392,178.250.7.79,2024-07-25 09:16:28,10.9488,17.0738,24.5548,29.2788,48.8566801,2.3851152
139.19.117.65_2024-07-25 09:17:43,2397,139.19.117.65,2024-07-25 09:17:43,18.9904,30.2082,47.4442,51.2802,49.2550284,7.040975
5.57.17.65_2024-07-25 09:18:42,422,5.57.17.65,2024-07-25 09:18:42,24.971,20.4792,29.5226,43.9682,52.345433,4.832429
194.187.91.17_2024-07-25 09:20:21,3200,194.187.91.17,2024-07-25 09:20:21,7.183,32.5786,28.6568,24.3692,47.3834092,8.4956042
193.19.209.1_2024-07-25 09:22:49,3199,193.19.209.1,2024-07-25 09:22:49,10.6266,17.5788,17.9124,25.8296,48.9073931,2.370248
45.87.76.6_2024-07-25 09:24:43,1907,45.87.76.6,2024-07-25 09:24:43,16.9308,18.6398,23.2212,33.3574,51.5875352,4.3050551
194.187.174.6_2024-07-25 09:26:41,1462,194.187.174.6,2024-07-25 09:26:41,11.042,37.0662,30.8444,28.014,45.3806799,9.1648264
185.145.196.198_2024-07-25 09:27:35,1858,185.145.196.198,2024-07-25 09:27:35,2.1408,23.3624,26.151,19.1038,50.1281919,8.6014355
195.184.247.67_2024-07-25 09:28:40,3830,195.184.247.67,2024-07-25 09:28:40,2.52,23.3928,29.1738,19.3028,50.1109221,8.6821267
213.9.97.164_2024-07-25 09:30:09,746,213.9.97.164,2024-07-25 09:30:09,5.911,20.3466,29.8448,38.7416,51.2277411,6.7734556
164.39.242.17_2024-07-25 09:31:03,2296,164.39.242.17,2024-07-25 09:31:03,19.7382,16.9864,29.33,35.752,53.4660031,-2.3094034
62.154.179.86_2024-07-25 09:31:57,3042,62.154.179.86,2024-07-25 09:31:57,14.8954,33.55,40.5,35.2056,52.5457514,13.4228576
85.233.1.54_2024-07-25 09:35:46,3140,85.233.1.54,2024-07-25 09:35:46,10.5518,26.5916,33.041,28.7516,53.8688989,10.6842713
80.67.163.251_2024-07-25 09:37:39,1228,80.67.163.251,2024-07-25 09:37:39,10.1686,17.2014,17.2944,28.3542,48.8559152,2.3836812
93.190.252.148_2024-07-25 09:38:18,1361,93.190.252.148,2024-07-25 09:38:18,10.459,27.8478,27.4954,27.439,49.50707096,8.52663632
85.236.41.237_2024-07-25 09:39:32,2953,85.236.41.237,2024-07-25 09:39:32,8.3876,28.2498,30.9996,23.5894,48.1954766,11.5926979
79.142.70.56_2024-07-25 09:40:26,3493,79.142.70.56,2024-07-25 09:40:26,25.7804,47.164,53.3788,42.8416,42.6729301,23.3832916
91.190.224.98_2024-07-25 09:41:00,2341,91.190.224.98,2024-07-25 09:41:00,24.4556,27.0446,37.8864,33.6956,52.15731,7.55537
194.242.34.190_2024-07-25 09:42:33,1410,194.242.34.190,2024-07-25 09:42:33,9.3852,35.9434,33.1008,25.9364,47.43517586,8.55998946
185.104.160.214_2024-07-25 09:45:26,2549,185.104.160.214,2024-07-25 09:45:26,7.1832,24.1252,31.2704,24.0834,52.3514109,7.4777679
77.220.233.1_2024-07-25 09:46:31,752,77.220.233.1,2024-07-25 09:46:31,20.0006,45.7722,40.1026,37.4092,51.03883,13.73229
194.187.172.112_2024-07-25 09:47:40,1461,194.187.172.112,2024-07-25 09:47:40,19.917,42.4684,35.7224,36.2936,41.8748745,12.4781296
143.129.80.132_2024-07-25 09:48:44,386,143.129.80.132,2024-07-25 09:48:44,12.2158,22.0312,25.6288,27.9536,51.18446055,4.42069023
193.0.0.164_2024-07-25 09:55:48,1135,193.0.0.164,2024-07-25 09:55:48,21.5294,33.207,42.711,39.4702,52.3702157,4.8951679
193.0.0.165_2024-07-25 09:57:02,1304,193.0.0.165,2024-07-25 09:57:02,20.8314,15.2154,41.8894,37.581,52.3702157,4.8951679
94.228.136.23_2024-07-25 09:58:16,3210,94.228.136.23,2024-07-25 09:58:16,9.504,18.1908,27.5968,23.878,52.3444688,4.8314695
213.182.2.254_2024-07-25 09:58:51,2972,213.182.2.254,2024-07-25 09:58:51,15.6234,31.9752,38.7196,31.0056,47.7561376,10.3166624
91.215.150.218_2024-07-25 10:08:12,1655,91.215.150.218,2024-07-25 10:08:12,10.8434,20.4296,28.6092,28.4888,52.3619025,5.6407227
62.50.171.162_2024-07-25 10:10:06,3195,62.50.171.162,2024-07-25 10:10:06,29.367,44.6526,52.9658,44.92,61.4535792,5.8496685
91.236.55.69_2024-07-25 10:11:20,3011,91.236.55.69,2024-07-25 10:11:20,28.5538,44.1246,48.879,43.6418,52.9893248,18.6660783
